Question_No,Question,Acceptance,isPremium,Question_Link,Solution,Tags
3171, Find Subarray With Bitwise OR Closest to K,31.20%,FALSE,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/description,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/solutions,Hard
3172, Second Day Verification,71.10%,TRUE,https://leetcode.com/problems/second-day-verification/description,https://leetcode.com/problems/second-day-verification/solutions,Easy
3173, Bitwise OR of Adjacent Elements,95.50%,TRUE,https://leetcode.com/problems/bitwise-or-of-adjacent-elements/description,https://leetcode.com/problems/bitwise-or-of-adjacent-elements/solutions,Easy
3174, Clear Digits,73.00%,FALSE,https://leetcode.com/problems/clear-digits/description,https://leetcode.com/problems/clear-digits/solutions,Easy
3175, Find The First Player to win K Games in a Row,39.60%,FALSE,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/description,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/solutions,Tricky
3176, Find the Maximum Length of a Good Subsequence I,30.70%,FALSE,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/description,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/solutions,Tricky
3177, Find the Maximum Length of a Good Subsequence II,24.50%,FALSE,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/description,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/solutions,Hard
3177, Find the Maximum Length of a Good Subsequence II,24.50%,FALSE,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/description,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/solutions,Optimization Required
3178, Find the Child Who Has the Ball After K Seconds,62.00%,FALSE,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/description,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/solutions,Easy
3179, Find the N-th Value After K Seconds,54.60%,FALSE,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds/description,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds/solutions,Edge Case Intensive
3180, Maximum Total Reward Using Operations I,29.50%,FALSE,https://leetcode.com/problems/maximum-total-reward-using-operations-i/description,https://leetcode.com/problems/maximum-total-reward-using-operations-i/solutions,Tricky
3180, Maximum Total Reward Using Operations I,29.50%,FALSE,https://leetcode.com/problems/maximum-total-reward-using-operations-i/description,https://leetcode.com/problems/maximum-total-reward-using-operations-i/solutions,Optimization Required
3181, Maximum Total Reward Using Operations II,21.10%,FALSE,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/description,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/solutions,Hard
3181, Maximum Total Reward Using Operations II,21.10%,FALSE,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/description,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/solutions,Optimization Required
3182, Find Top Scoring Students,51.90%,TRUE,https://leetcode.com/problems/find-top-scoring-students/description,https://leetcode.com/problems/find-top-scoring-students/solutions,Edge Case Intensive
3183, The Number of Ways to Make the Sum,57.00%,TRUE,https://leetcode.com/problems/the-number-of-ways-to-make-the-sum/description,https://leetcode.com/problems/the-number-of-ways-to-make-the-sum/solutions,Edge Case Intensive
3184, Count Pairs That Form a Complete Day I,79.30%,FALSE,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/description,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/solutions,Easy
3185, Count Pairs That Form a Complete Day II,43.00%,FALSE,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii/description,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii/solutions,Edge Case Intensive
3186, Maximum Total Damage With Spell Casting,26.40%,FALSE,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/description,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/solutions,Tricky
3186, Maximum Total Damage With Spell Casting,26.40%,FALSE,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/description,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/solutions,Optimization Required
3187, Peaks in Array,27.10%,FALSE,https://leetcode.com/problems/peaks-in-array/description,https://leetcode.com/problems/peaks-in-array/solutions,Hard
3187, Peaks in Array,27.10%,FALSE,https://leetcode.com/problems/peaks-in-array/description,https://leetcode.com/problems/peaks-in-array/solutions,Optimization Required
3188, Find Top Scoring Students II,37.70%,TRUE,https://leetcode.com/problems/find-top-scoring-students-ii/description,https://leetcode.com/problems/find-top-scoring-students-ii/solutions,Hard
3189, Minimum Moves to Get a Peaceful Board,77.00%,TRUE,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board/description,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board/solutions,Edge Case Intensive
3190, Find Minimum Operations to Make All Elements Divisible by Three,89.90%,FALSE,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/description,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/solutions,Easy
3191, Minimum Operations to Make Binary Array Elements Equal to One I,71.10%,FALSE,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/description,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/solutions,Edge Case Intensive
3191, Minimum Operations to Make Binary Array Elements Equal to One I,71.10%,FALSE,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/description,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/solutions,MultiConcept
3192, Minimum Operations to Make Binary Array Elements Equal to One II,65.30%,FALSE,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/description,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/solutions,Edge Case Intensive
3192, Minimum Operations to Make Binary Array Elements Equal to One II,65.30%,FALSE,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/description,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/solutions,MultiConcept
3193, Count the Number of Inversions,33.70%,FALSE,https://leetcode.com/problems/count-the-number-of-inversions/description,https://leetcode.com/problems/count-the-number-of-inversions/solutions,Hard
3194, Minimum Average of Smallest and Largest Elements,85.30%,FALSE,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/description,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/solutions,Easy
3195, Find the Minimum Area to Cover All Ones I,73.80%,FALSE,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i/description,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i/solutions,Edge Case Intensive
3196, Maximize Total Cost of Alternating Subarrays,28.60%,FALSE,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/description,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/solutions,Tricky
3196, Maximize Total Cost of Alternating Subarrays,28.60%,FALSE,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/description,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/solutions,Optimization Required
3197, Find the Minimum Area to Cover All Ones II,37.90%,FALSE,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/description,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/solutions,Hard
3198, Find Cities in Each State,82.60%,TRUE,https://leetcode.com/problems/find-cities-in-each-state/description,https://leetcode.com/problems/find-cities-in-each-state/solutions,Easy
3199, Count Triplets with Even XOR Set Bits I,84.40%,TRUE,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i/description,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i/solutions,Easy
3200, Maximum Height of a Triangle,42.80%,FALSE,https://leetcode.com/problems/maximum-height-of-a-triangle/description,https://leetcode.com/problems/maximum-height-of-a-triangle/solutions,Easy
3216, Lexicographically Smallest String After a Swap,53.70%,FALSE,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap/description,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap/solutions,Easy
3217, Delete Nodes From Linked List Present in Array,69.20%,FALSE,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array/description,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array/solutions,Edge Case Intensive
3217, Delete Nodes From Linked List Present in Array,69.20%,FALSE,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array/description,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array/solutions,MultiConcept
3218, Minimum Cost for Cutting Cake I,58.10%,FALSE,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i/description,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i/solutions,Edge Case Intensive
3219, Minimum Cost for Cutting Cake II,56.10%,FALSE,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/description,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/solutions,Hard
3220, Odd and Even Transactions,70.40%,FALSE,https://leetcode.com/problems/odd-and-even-transactions/description,https://leetcode.com/problems/odd-and-even-transactions/solutions,Edge Case Intensive
3221, Maximum Array Hopping Score II,68.20%,TRUE,https://leetcode.com/problems/maximum-array-hopping-score-ii/description,https://leetcode.com/problems/maximum-array-hopping-score-ii/solutions,Edge Case Intensive
3221, Maximum Array Hopping Score II,68.20%,TRUE,https://leetcode.com/problems/maximum-array-hopping-score-ii/description,https://leetcode.com/problems/maximum-array-hopping-score-ii/solutions,MultiConcept
3222, Find the Winning Player in Coin Game,51.60%,FALSE,https://leetcode.com/problems/find-the-winning-player-in-coin-game/description,https://leetcode.com/problems/find-the-winning-player-in-coin-game/solutions,Easy
3223, Minimum Length of String After Operations,55.20%,FALSE,https://leetcode.com/problems/minimum-length-of-string-after-operations/description,https://leetcode.com/problems/minimum-length-of-string-after-operations/solutions,Edge Case Intensive
3224, Minimum Array Changes to Make Differences Equal,23.10%,FALSE,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/description,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/solutions,Tricky
3224, Minimum Array Changes to Make Differences Equal,23.10%,FALSE,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/description,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/solutions,Optimization Required
3225, Maximum Score From Grid Operations,27.60%,FALSE,https://leetcode.com/problems/maximum-score-from-grid-operations/description,https://leetcode.com/problems/maximum-score-from-grid-operations/solutions,Hard
3225, Maximum Score From Grid Operations,27.60%,FALSE,https://leetcode.com/problems/maximum-score-from-grid-operations/description,https://leetcode.com/problems/maximum-score-from-grid-operations/solutions,Optimization Required
3226, Number of Bit Changes to Make Two Integers Equal,64.70%,FALSE,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/description,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/solutions,Easy
3227, Vowels Game in a String,62.70%,FALSE,https://leetcode.com/problems/vowels-game-in-a-string/description,https://leetcode.com/problems/vowels-game-in-a-string/solutions,Edge Case Intensive
3228, Maximum Number of Operations to Move Ones to the End,54.10%,FALSE,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end/description,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end/solutions,Edge Case Intensive
3229, Minimum Operations to Make Array Equal to Target,38.50%,FALSE,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/description,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/solutions,Hard
